chr	start	end	Direction	Mean_WMD	Min_WMD	Max_WMD	Q25_WMD	Median_WMD	Q75_WMD	Mean_Qval	Min_Qval	Max_Qval	Q25_Qval	Median_Qval	Q75_Qval
chr1	24911704	24911704	Hyper	7.396677585975859	3.4675960715582543	9.720836792452136	6.8140443015464065	7.491844134578046	8.123800917387708	0.000505411238303662	7.034294967838034e-13	0.1194843030060081	6.397192743305754e-08	6.010347900262255e-07	1.01014519517279e-05
chr1	24911713	24911713	Hyper	6.769150677053665	3.8898507940298366	8.950999205515409	6.282004302651306	6.830256614614388	7.342587146486859	0.00020255591561265112	1.4514727246550584e-17	0.0194318228619715	2.5870337971756417e-09	5.848148369036623e-08	1.7117247264522753e-06
chr1	26290043	26290043	Hypo	-7.2664958891772296	-10.407573142305626	-0.7163114856454184	-8.266254298800146	-7.511066404419316	-6.543952319372233	0.009193739593586416	1.3218657986873052e-10	0.740762229675398	6.514120772591388e-06	6.867322670662098e-05	0.0023229434049865253
chr1	33180370	33180370	Hypo	-13.952934561108261	-19.11396860157408	-6.841777963918299	-15.109944343294526	-14.080802856339083	-12.93755542433913	0.00033050615731296696	1.6606332981713899e-12	0.0344103607224019	1.1738593721933362e-06	1.0234231337921974e-05	7.207600769288183e-05
chr1	42936920	42936920	Hyper	8.071074599717502	3.497181854275222	11.96050443842357	7.209092865327518	8.073102934003268	8.973545371911555	0.007890717621518984	7.911970012326598e-09	0.3819655149184692	6.117499387974349e-05	0.00066014296418385	0.003841819742345175
chr1	47766506	47766506	Hyper	10.185099935042043	1.8302867829340648	14.848305407943652	9.22413477009778	10.241221358525937	11.148124828952252	0.013324085062125427	9.143637519937447e-10	0.9103647994567988	0.0005377683766395	0.00277197593078875	0.011186773896551226
chr1	54356702	54356702	Hypo	-6.976332812912346	-10.136959476581906	1.111693579191611	-8.015345902580325	-7.19640294988497	-6.050644600367641	0.007611012169846707	1.4098971245155212e-12	0.6577636488197101	7.368820479171889e-06	0.00012415718569535	0.00157547282078555
chr1	54651327	54651327	Hyper	12.4641836467371	3.673162879276581	18.24232947232166	10.529984270211765	13.239267178310653	14.483515200196376	0.008749765663785325	8.038824679293791e-10	0.3576287724329287	1.1428461151134761e-05	0.00013495097475925	0.0026972617258693753
chr1	77349833	77349833	Hypo	-27.87468507101114	-46.55619125877026	0.9824947165772202	-33.518227062569736	-29.154609721335227	-22.92608009406683	0.013576657419269533	1.2552232791180944e-11	0.815592264264203	3.408867922874469e-07	4.1137255673603585e-06	0.0005711002079599
chr1	93636457	93636457	Hyper	9.246659731658955	5.575246315845439	13.265740815823737	8.443435307821144	9.31475134472653	10.064832846279439	0.0033759266164704008	1.1752971279190728e-09	0.1079716390788697	3.481708191608766e-05	0.00031724914808285	0.0021540981698631003
chr1	95352487	95352487	Hyper	14.020998123141982	6.926637700422367	19.504211783344992	12.86496677902027	14.011488751109825	15.213852971363771	0.007592666091091943	5.344831322039835e-07	0.6529136894142695	0.000397801585262775	0.0017758610736756	0.005900087334432825
chr1	110209570	110209570	Hypo	-10.49198742526297	-15.919843871405764	-1.8144072450226645	-11.844118109303976	-10.605980191164871	-9.33185719900693	0.00882292010881622	4.3594817065869157e-10	0.8783911688106198	1.8032392140627898e-05	0.0001736875625141	0.0019588777100505
chr1	110209635	110209635	Hypo	-8.318582249495464	-15.027666150575795	-1.3523178182418438	-9.765868698015456	-8.348704216705988	-6.924888637875798	0.0093793712303194	2.19271421388843e-08	0.4608950539990473	9.088369288591283e-05	0.00049126772467545	0.00390994601672255
chr1	110209658	110209658	Hypo	-9.410839728147876	-15.879746225142332	-1.6588041979557822	-11.027286260423399	-9.649360844475236	-7.795358091429527	0.006808816554956471	5.1153028839748675e-09	0.8784209384481261	1.358652940685295e-05	9.224092711615518e-05	0.0011880638954299251
chr1	110209673	110209673	Hypo	-9.663184516501014	-16.599642666710146	-1.3685464591294605	-11.620110062529621	-9.870994086919321	-7.984251866513597	0.009480229558974356	4.397366748606944e-09	0.7814138770381948	1.1595904443399013e-05	0.00010273202037095001	0.001970543508336575
chr1	110209708	110209708	Hypo	-9.899015639229264	-15.928426039363924	-2.6183264287189867	-11.223591709586334	-10.043525107553638	-8.681600654260183	0.0033573480568694623	1.1865232521611044e-11	0.5215520926495915	6.576897462472544e-07	1.2360128052490971e-05	0.000254001338295875
chr1	110209723	110209723	Hypo	-10.197167489175964	-15.181285347900165	-1.7903684584884227	-11.55752567071982	-10.379950724795691	-9.091930819659142	0.009416756971323265	3.834724716213841e-12	0.814209783586511	4.6534077015951864e-07	1.0412871031639273e-05	0.0005451959852574749
chr1	110209725	110209725	Hypo	-8.30632339211757	-11.660952067410424	-0.0957576199044074	-9.547857743626173	-8.64754188669545	-7.29790204545268	0.011212463982113379	2.1388704830714436e-10	0.9171793097855344	4.544080015361728e-06	7.241420485243271e-05	0.001376176629254725
chr1	110209752	110209752	Hypo	-10.407651297111363	-14.444075259663968	1.204896404931621	-11.90789857352345	-10.709584354862823	-9.19009594582873	0.005617110642173966	7.539155251524517e-11	0.7229567943668392	8.924262839987531e-07	2.0333238988786138e-05	0.0003175135933914
chr1	111386766	111386766	Hypo	-9.709951583020084	-16.126831443846367	0.3222802650469925	-11.472032511942789	-10.079648396526594	-8.277100376068597	0.01174250879112167	1.5180286212692747e-14	0.9508533069774407	8.841689609400371e-07	2.651649885321337e-05	0.00163417145545645
chr1	119713084	119713084	Hypo	-14.487272142740819	-18.98620373166051	-6.919551286913029	-16.13085193729716	-15.114382350823867	-12.860481209097392	2.689332396832374e-05	4.310389247477421e-22	0.0169860748136595	3.428462958691842e-12	1.767716190409083e-10	3.82761675925073e-08
chr1	119713129	119713129	Hypo	-14.417904065036108	-21.29045008712683	-3.746123469618557	-17.4163187394153	-16.061197255767524	-9.819751601097924	2.3049718352490586e-05	3.039078071047939e-20	0.0055332272673719	3.078834727472763e-12	1.8881256976385572e-10	8.819175324623643e-08
chr1	119713142	119713142	Hypo	-7.928625939141837	-9.79485700951708	-3.996818215918135	-8.647700536983955	-8.215466464225472	-7.325256080601584	1.6803170830588792e-05	1.0782195732965394e-21	0.0068476990531513	1.3827291007661873e-12	1.2549715479360073e-10	3.240665897408055e-08
chr1	119713250	119713250	Hypo	-15.071364747715478	-20.635882789265832	-5.852541753734474	-17.09651320546509	-15.893385444434141	-13.043423657920474	0.0009397755947942101	3.5066078462135255e-21	0.1029366646411979	6.990057525544653e-11	1.060417033612127e-08	1.6137923838870467e-05
chr1	119713318	119713318	Hypo	-12.73900295523811	-20.87579086713677	-2.495025276807461	-16.025040247328764	-14.44459936235193	-7.675614143952997	0.0029126782915335553	1.3484064302233492e-19	0.2593750625647111	8.010700278637836e-10	8.123085128454064e-08	3.114167675800294e-05
chr1	119713338	119713338	Hypo	-10.210971398195678	-14.759763083569863	-1.9598040156110552	-12.055441937262328	-11.19522075961834	-7.606863814721871	0.0021314630321318142	3.855869325707563e-16	0.5247456321318609	7.679701491268307e-10	2.6015963943158813e-08	5.6612781172209715e-05
chr1	119713369	119713369	Hypo	-10.34476578521031	-15.514723172708877	-2.279520164264348	-12.377119145288255	-11.367011116141429	-7.6158909467497296	0.0027859676576154515	2.2002949645098427e-16	0.5601245811307205	4.1040572935334653e-10	2.0347086469651726e-08	3.455127882767125e-05
chr1	119713529	119713529	Hypo	-8.830644563467997	-13.424019434947375	-1.6770255127061209	-10.244340550419555	-9.269093808103658	-7.556851564789177	0.002142803392985172	2.117781972487338e-21	0.2590184408517271	3.21939949956828e-09	2.9311631880306633e-07	5.6859961317331686e-05
chr1	156659234	156659234	Hyper	7.856170885319303	0.5634700981140217	11.188794204073677	6.964090513893847	8.053495782453934	8.857674920649682	0.0020470616834252055	1.992301081804096e-14	0.4629755217127504	4.970669284189081e-08	1.7558728244529133e-06	9.035918223090291e-05
chr1	182061557	182061557	Hyper	12.930186446467923	2.801840910593134	19.2111943655615	10.45666800145486	13.972368465238178	15.232565455523083	0.005181544823347094	4.4837937810532513e-13	0.3441034311800369	2.6908941183144073e-07	5.142764257013014e-06	0.00031631480429665
chr1	183329014	183329014	Hypo	-10.644134153157783	-15.30808341340446	-3.622017319562336	-11.574472651597251	-10.77572476495989	-9.813588688626982	0.0012766058334379678	2.1074149770171107e-09	0.14253517855863	1.7006984833952568e-05	9.453631808500304e-05	0.000462255581408425
chr1	245166662	245166662	Hypo	-6.323122852194528	-8.450651819776473	-3.282424393891553	-6.906954572293115	-6.39105164505947	-5.800417689094575	0.00783752979235677	9.829015771418623e-10	0.3730863484796502	6.088781696915809e-05	0.0003788561096984	0.002669200020378175
chr1	245680824	245680824	Hyper	6.376467336407451	3.603172115189357	9.207256698173603	5.83254174016716	6.364914786519117	6.97739516215784	0.0005785522321649032	2.698350347167303e-11	0.0487644021273888	6.882778207111208e-06	4.9250725920151685e-05	0.000282578753075075
chr1	246789555	246789555	Hypo	-10.698594712673689	-16.500095053434283	-1.5366077953780533	-12.872874719961313	-11.211859334340325	-8.985394591235481	0.012210221980516217	1.389109444034715e-12	0.4717388138004765	7.543336489304131e-07	1.2524813470276844e-05	0.002049289673028575
chr10	697452	697452	Hyper	8.919502075925026	1.9411069018785645	12.21773847330102	7.5124450583198605	9.580317241985554	10.295218702864709	0.003687077237876591	1.1527578634513288e-14	0.5664292589063163	3.5321150117752824e-08	1.3662318425645337e-06	8.039080431416251e-05
chr10	2105023	2105023	Hypo	-21.75556002288106	-33.33425834858803	2.229389655666436	-26.03666681850517	-22.940080341790186	-18.798277879939327	0.017450686448138124	6.562002355431453e-15	0.9861301577893988	7.458129371886404e-08	8.892375787108952e-06	0.0005860610783822
chr10	3116656	3116656	Hypo	-16.680895782308063	-25.35030528269358	-3.4476495676365517	-18.948119407364434	-17.05142195687348	-14.711519476964051	0.013565975681641425	2.837108858110556e-09	0.513843118173763	8.455326071935098e-05	0.0007603935090654	0.00623569074595345
chr10	5646602	5646602	Hypo	-18.215041484656744	-27.801269810263857	0.1183821697564146	-22.072559607008323	-19.897711633785786	-14.203626622883009	0.017707577474916084	3.1793351259187245e-11	0.9497248541960208	1.276282746406339e-06	1.4595169557579154e-05	0.00213616533896855
chr10	23203937	23203937	Hyper	8.588411617239034	-3.1339475054362573	14.486618657515429	7.263131608350351	8.979621704425409	10.191097641865795	0.008047205907007058	3.5200668303702525e-11	0.915948924823916	8.344697440044416e-06	0.0001007817678536	0.0009789237578908
chr10	36449660	36449660	Hyper	11.213096986012136	3.941286870477212	15.32594263107898	10.11290129687822	11.371111559210028	12.346480302402657	0.015955366841505145	2.698685868625685e-07	0.4120977975928711	0.0002733073870872	0.0016166472601873	0.01095409650732885
chr10	36449666	36449666	Hyper	8.622426608490688	1.0815227246638082	12.94251512251332	7.608872101036975	8.958584874977017	10.01970958361488	0.012544819818436657	8.038440760410096e-14	0.6888497995516096	5.366337988046085e-07	1.6862743132371315e-05	0.0012164993750773251
chr10	48655841	48655841	Hypo	-6.986718648367778	-9.972012567948632	-1.8803565066964625	-7.843005789996306	-7.072500936433668	-6.251731253806513	0.009980591230258875	8.840004740214933e-10	0.7643216844369919	2.7249644512157134e-05	0.0002491381906888	0.0019786388713295246
chr10	52778842	52778842	Hypo	-6.949031986141718	-9.784477478771102	-0.7120177992059634	-7.691261244954015	-7.009306966623441	-6.218582342258567	0.015865603160918212	1.2548579610410256e-07	0.7697448122580318	0.00010842141633945	0.00056186546804595	0.0049245101299414
chr10	52778855	52778855	Hypo	-10.347586962111443	-13.9333067695661	-3.3027914705384998	-11.424320321197131	-10.620066599363254	-9.528619334127525	0.0029896179494077295	1.2247502253079847e-14	0.6503835634877769	1.0653028144672227e-07	1.7768819453195046e-06	9.911315453544324e-05
chr10	69484594	69484594	Hypo	-18.20564606915903	-33.25467502583285	-4.809909946320684	-20.888667770464156	-18.380309140268402	-15.544660627291083	0.021181636090448996	2.818531628043683e-06	0.7703592278994281	0.001862279056469325	0.00673065923286875	0.01968892407572815
chr10	71819460	71819460	Hyper	15.951230981548916	4.151431503239467	21.81729936503931	14.500129027690503	16.22886847751099	17.678230418599405	0.010601423096830999	1.0716206132342065e-08	0.7394964213571962	7.074715252371298e-05	0.0005112583001110501	0.005187371832164125
chr10	71819648	71819648	Hyper	14.571578228195616	5.188856040732837	20.08914133451685	13.30857451589775	14.673937618593474	15.991254582139371	0.007520458126390459	1.0810869637010608e-07	0.5183068341161889	0.0001097424462728	0.0006412918170914	0.003704834902848625
chr10	77710550	77710550	Hyper	9.98508380959242	-1.0782588977585217	14.22220096781181	8.03401158893211	10.953121875136869	11.900508712812474	0.011984065838385391	6.0144440304563906e-12	0.8617336501563204	1.4955906827093442e-07	3.7519684627053802e-06	0.0006242772325917251
chr10	99658726	99658726	Hyper	6.906375845621135	1.5820546258733192	10.73738394456328	6.017903113766231	6.896343578591974	7.920394163732533	0.007586875207143809	1.8791335151045292e-11	0.4993103157329739	1.6652215944452298e-05	0.00042284615766074996	0.00269339365804855
chr10	104335296	104335296	Hypo	-6.638309808979794	-8.991835954412696	-1.463075375977696	-7.420535790984904	-6.817749239415957	-6.00472047352688	0.004050543996672969	1.7208205770933302e-10	0.7351532337273701	1.846764580438554e-06	2.3198015340783975e-05	0.000428143376657125
chr10	119028861	119028861	Hyper	9.830108211400855	2.0895349579073352	15.059811757097137	6.719162081556251	11.01492255836512	11.960121011041014	0.0069440828502949446	6.802149701708438e-20	0.422256467106394	7.105863417178421e-08	4.161041640900767e-06	0.0005364398559363251
chr10	122258371	122258371	Hyper	15.37753580421959	3.1137953827404363	24.154825913354884	13.577808300482879	15.68452695142688	17.3913340770095	0.015797137587701314	3.893919583441894e-09	0.5222211161908561	0.0001100815453648	0.00066765993497155	0.0063986532997017
chr10	128062100	128062100	Hyper	10.466212306520264	2.771271072813608	15.272319343672525	9.225618181835689	10.93551184169048	11.824355969366703	0.006745903123151864	6.8990016601955155e-09	0.4238483617014926	2.127710522077141e-05	0.000161828586469	0.002952442152291725
chr10	129510991	129510991	Hypo	-17.54820467925047	-25.213156128329786	-3.9422224368525938	-20.096565827141724	-17.806882124704856	-15.570762925647985	0.007634302981156801	6.95190701341721e-08	0.4610539326198151	7.23286819429167e-05	0.0004000160734462	0.001940983293091775
chr10	129511483	129511483	Hypo	-14.83053000344919	-27.267636185233503	-4.301577418909863	-17.201431722107408	-14.54690539353157	-12.08283639455151	0.009219186834037952	2.856422232654565e-09	0.2794128710417058	0.000163863595417675	0.0012041763782914502	0.005622558670468625
chr10	133024302	133024302	Hyper	17.21189717800875	0.26246254040177	33.48727983095914	14.112850678680331	17.060504041635433	20.23874130077678	0.022152468592264787	6.462477004711064e-09	0.9935533156043548	0.000372603135990625	0.00237268686374795	0.01104043871803875
chr11	362564	362564	Hyper	8.815489297355995	1.3299193944943275	13.27733290964569	7.893981538428147	8.837393570746926	9.840628521072574	0.016432681759856835	5.212308412908231e-10	0.9780769628433938	0.00014321948811899998	0.00128383904564935	0.0075858021970737245
chr11	1639290	1639290	Hyper	6.443840978122155	1.986493919790433	8.353989496695524	5.987447952687125	6.527988671866386	7.043382857671812	0.0015238388225838103	3.672374939549595e-13	0.3563366446482811	2.576559578385628e-07	4.024383734143296e-06	9.959466522373223e-05
chr11	1784724	1784724	Hyper	11.599819460222902	3.969914125549434	17.329116563302684	10.593830768463805	11.701576799105112	12.741571322509095	0.022255589257969575	1.2461104381153912e-07	0.7927358697515504	0.00051158375171095	0.00266404456785535	0.012594579123046476
chr11	8242487	8242487	Hyper	6.738642213079546	2.5579828158410534	9.132220684601178	6.147991171516656	6.906361992765819	7.522343519258639	0.0045998349141811124	5.264912026289135e-17	0.4878180193522034	8.161180661725308e-07	1.8018004548087665e-05	0.000783119033632425
chr11	15941621	15941621	Hypo	-7.259405004741889	-11.047066681698436	-1.153631633203822	-8.39790268007337	-7.6036091420996375	-6.336111638080008	0.006567998251898013	1.2917990959588553e-12	0.5538621246618307	2.0441342540378577e-06	4.2393042389605754e-05	0.0009249063908149499
chr11	15941632	15941632	Hypo	-7.969987684086908	-11.091054690635492	-1.6660509259576628	-9.069725641657852	-8.240911810714774	-7.130913452758194	0.0011773150279477547	8.632451679425854e-11	0.1543100000084516	4.426403523659074e-07	4.997286064080548e-06	0.0001013390045291
chr11	15941650	15941650	Hypo	-7.87629499304065	-11.339829118002507	-2.683826183394711	-8.701278927425044	-7.945655583782174	-7.255081334400609	0.0009048874150945691	6.119105237672491e-12	0.1145299561897436	1.2714785760729946e-06	1.1044786988068845e-05	9.984387903131921e-05
chr11	18171995	18171995	Hyper	17.564563452377833	2.854268314386033	27.685564630335	15.470780413031914	17.60014264249253	19.908118020916824	0.008759481326760198	4.683206165908203e-06	0.7145709909119773	0.000459011578611	0.00171010566368965	0.006348777945294676
chr11	45651196	45651196	Hypo	-22.966879240507346	-33.521065419081594	-6.000242034596049	-26.157319095626587	-23.41915919953408	-20.11954500303215	0.006302925453022681	6.660190170586372e-08	0.6894342639602409	4.461058900166515e-05	0.0002708662321196	0.00175979533249115
chr11	45652620	45652620	Hypo	-22.55283533356801	-34.92066480927913	-3.535240809710505	-26.125481401087576	-22.91123646450783	-19.270261655842745	0.008940626108977992	1.4428466050377624e-08	0.8682507657766423	0.00013596935444144998	0.0008675321887501499	0.00430061202894655
chr11	45927384	45927384	Hyper	9.025586224459826	1.4008192071540582	12.948847042228785	7.379295595187814	9.774936512548393	10.531691945420794	0.002015563002253484	1.140226868671835e-13	0.3966908965527952	2.3069341968106498e-09	6.429673706146305e-08	1.7844144125135804e-05
chr11	65791281	65791281	Hyper	17.57873608366593	6.646555785059249	23.75977630747439	16.058976750953892	17.71885455503824	19.116489282191658	0.010883215109035976	3.7646254166091126e-10	0.7333789533563837	4.65032918496915e-05	0.00036068410200584995	0.002505655489415425
chr11	65791525	65791525	Hyper	17.640438364417992	5.833690742981224	24.0735934530364	15.899786739267991	18.15805861213969	19.847148035234923	0.012497915621909602	7.311141602009469e-12	0.6460492261216259	2.4046121308287578e-06	4.321860245306044e-05	0.0015389029036458248
chr11	67407390	67407390	Hyper	7.454100082442474	3.158088233018008	11.383684701484151	6.65746739073883	7.484383183481569	8.299114011793064	0.011543193490196458	1.3869164660730308e-10	0.3889292728444364	2.2957762522144446e-05	0.00024432479291099996	0.004187162910071825
chr11	68037913	68037913	Hyper	23.339255936338294	-9.054850126836063	45.61820260235317	16.96441783417809	25.521392078108498	30.378658588586454	0.025116811306428684	2.2686362575778946e-13	0.9943399102056364	5.018705069599522e-07	9.051851726333825e-06	0.001475883370783725
chr11	71476578	71476578	Hyper	7.569093700419581	3.894759590940333	10.48175230338435	6.908676558783458	7.622788557390542	8.27100829661028	0.0025324821826107633	1.0392881852955063e-09	0.2328015651240732	3.2182780702150604e-06	3.276147788611305e-05	0.000509020244839075
chr11	71477216	71477216	Hyper	8.346427176300276	4.521698599120471	12.205542556599712	7.492122342328755	8.285303800165416	9.267028444767314	0.016206006548410506	1.25978142658971e-10	0.3968677064469612	0.000137577331986275	0.0022000503973106	0.009923454626393526
chr11	72822715	72822715	Hyper	7.171011132791376	1.5201078229373777	10.799048594287251	6.30366158050864	7.318068391905857	8.179968027607988	0.005038846658244548	2.6754272101738754e-14	0.3810337824112803	2.602785872382818e-07	9.107023374715364e-06	0.000287331690691275
chr11	77128083	77128083	Hypo	-8.507483250858305	-13.666958870752357	-0.9196284786644748	-9.644679374735706	-8.656693524893955	-7.39043247933291	0.012047477108991766	4.287459729894661e-07	0.9333681850691598	0.000121331145220175	0.0007007783809636499	0.004495242675306524
chr11	88338694	88338694	Hypo	-7.639888986906705	-11.61223219729779	-0.4583087626634591	-8.950574996644374	-7.632937209799964	-6.585874727478348	0.015666283597935343	2.38778496247614e-13	0.7721155756269408	8.829920683871123e-06	0.00016695263748495	0.003530895006917625
chr11	94401840	94401840	Hyper	7.133055333250264	2.710639866895143	10.251501946424192	6.407638799964668	7.278000929062708	7.9593926029028355	0.0027884225914716594	7.88272240946969e-10	0.1883577476292212	7.911032864179474e-06	4.80559284369074e-05	0.0004540000336308
chr11	94401850	94401850	Hyper	8.668534835325273	0.9166700720328992	13.3934826891763	7.422280975261362	9.021230412337658	10.104762959985793	0.011601587480335627	5.580738219376735e-11	0.5858798620808024	1.2141261719359725e-05	0.0001087753310737	0.001747745227679775
chr11	102808169	102808169	Hyper	7.034937805582111	4.266660266567507	9.470472180702313	6.548704476036594	7.0563693116405	7.58655600841101	0.0011950867939081581	7.247072204235721e-09	0.0881895664970396	1.6056659402321178e-05	0.0001242913340289	0.000609361983818175
chr11	116414556	116414556	Hypo	-7.135194276270311	-9.62363388472136	-1.8277911745270488	-7.932413249057835	-7.313785991548488	-6.489756505612485	0.002635787577815892	1.463055086085287e-14	0.5592661747930722	3.423278436439784e-08	1.169205227656723e-06	5.431898220222953e-05
chr11	119423567	119423567	Hyper	8.56161033774015	0.2926388522493384	13.420565170974005	7.442044085278915	8.902029695461074	10.004103472950264	0.015278855726864613	1.3527900144291585e-19	0.9545930158216336	6.069930544244863e-08	4.1317452083145265e-06	0.00024058163217295002
chr11	122618765	122618765	Hypo	-14.72290257746161	-23.40770991978416	4.265292954688427	-17.628695200934708	-15.519808310421125	-12.530652670609582	0.019109940780183406	1.3595193404756795e-11	0.9757342170191888	1.2233665874156116e-06	3.295275780632567e-05	0.0010981859377566
chr11	125609467	125609467	Hyper	22.069997023991448	1.0136520158401052	33.02657727431993	19.679940339628534	22.486036344246124	25.093111468115005	0.009846077930609065	2.3214990592025886e-09	0.927873188510925	6.6947878411316316e-06	9.046877426690505e-05	0.0017657536962827
chr11	133077337	133077337	Hyper	11.429711740076185	5.271984562558718	15.64147806550984	10.453582326277981	11.60026894764325	12.587166841831063	0.002364992613543563	1.5274237664497504e-15	0.23861534300814	6.391288566676055e-07	1.9248329780592363e-05	0.000613640630133375
chr12	1350578	1350578	Hyper	10.530769825697446	2.9785833431475672	15.302594080838716	9.400731124832415	10.717890730806097	11.759971546924264	0.009614108660298147	1.1677721351095971e-08	0.5491289070324369	0.000153186486224725	0.00076559833019635	0.00475764844102015
chr12	1629126	1629126	Hyper	8.927408355751043	1.7443643738560666	13.662244417071957	6.3138170659996495	9.960706584540091	10.735248082404315	0.005317754610500527	3.9322558336598426e-14	0.7368983708559916	2.8720873196058014e-07	4.3964162026478464e-06	0.0004887427841571
chr12	1922339	1922339	Hyper	6.908583712409036	2.986623680175815	10.574955736739422	6.109087664427529	6.908948272056759	7.692120943447003	0.008617701003340295	6.359751837632777e-10	0.5050646210532221	5.5896122569971914e-05	0.00040619224995115	0.0031707849292618748
chr12	12926708	12926708	Hyper	11.070414120899361	5.632447447640598	15.185852045573943	10.174721599508683	11.208920295062885	12.001502572385778	0.0009785947764832837	7.545118499704212e-12	0.0419724236644618	3.517996933142949e-06	3.533216576415198e-05	0.000288569766418875
chr12	27245313	27245313	Hyper	9.162267399596733	1.5366087143669993	13.660027309814076	7.981946937241933	9.687503480661563	10.61565292249904	0.019694628793286352	1.0978329750884214e-10	0.6737800526309372	4.9354039293016786e-05	0.00057401254292	0.007881990844468025
chr12	31893384	31893384	Hypo	-28.865735063270208	-46.53630185756719	-0.6414253279630411	-34.91161148720544	-31.412004329745315	-21.94167233330997	0.025549476458813117	3.4563340243433025e-13	0.9650235740117096	1.628804821843918e-06	2.884633317642828e-05	0.002391163481281
chr12	32108404	32108404	Hypo	-7.749962639402832	-11.44864253734349	-1.6074861364173243	-9.097063475651703	-8.10923494243978	-6.543232697627019	0.006391679405310037	8.91040779812016e-13	0.6731888188413727	1.025024615886177e-07	1.7392325871480622e-06	0.00048230052033215005
